충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
소흘읍사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 소흘읍 호국로 567,경기도 포천시 소흘읍 송우리 495번지,포스코ICT,1600-4047,37.8233806,127.1386626,2018-08-20
반월아트홀,내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,N,경기도 포천시 군내면 청성로111,경기도 포천시 군내면 하성북리 610번지,한국자동차환경협회,1661-9408,37.8955697,127.2119504,2018-08-20
영중면사무소,내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,N,경기도 포천시 영중면 양문로151,경기도 포천시 영중면 양문리 833-2번지,한국자동차환경협회,1661-9408,38.0056285,127.2453024,2018-08-20
소흘읍사무소,내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,N,경기도 포천시 소흘읍 호국로 567,경기도 포천시 소흘읍 송우리 495번지,한국전기차충전서비스㈜,1522-1782,37.8233806,127.1386626,2018-08-20
산정호수(상동 주차장),내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,N,경기도 포천시 영북면 산정호수로411번길 5,경기도 포천시 영북면 산정리 451-3번지,한국전기차충전서비스㈜,1522-1782,38.0656685,127.3157222,2018-08-20
산정호수(상동 주차장),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 영북면 산정호수로411번길 5,경기도 포천시 영북면 산정리 451-3번지,한국전기차충전서비스㈜,1522-1782,38.0656685,127.3157222,2018-08-20
이마트(포천점),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 호국로 915(선단동),경기도 포천시 설운동 2번지,포스코ICT(민간),1600-4047,37.8479291,127.1608341,2018-08-20
축성령휴계소,내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,N,경기도 포천시 소흘읍 호국로 56,경기도 포천시 소흘읍 이동교리 730번지,한국자동차환경협회,1661-9408,37.7804968,127.1187799,2018-08-20
대성자동차공업사(제2공장),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 신북면 중앙로 350,경기도 포천시 신북면 가채리 183번지,포스코ICT,1600-4047,37.9153563,127.2146088,2018-08-20
포천시청(본관앞),내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,한국전기차충전서비스㈜,1522-1782,37.8945992,127.2001794,2018-08-20
포천시청(어린이집앞),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,포스코ICT,1600-4047,37.8945992,127.2001794,2018-08-20
군내면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 군내면 청군로 3290번길 16,경기도 포천시 군내면 구읍리 192-1번지,중앙제어,031-960-6828,37.8889438,127.2176316,2018-08-20
포천농업기술센터,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 신북면 틀못이길 11-88,경기도 포천시 신북면 기지리 647-1번지,중앙제어,031-960-6828,37.9231797,127.2257553,2018-08-20
포천시청(어린이집앞),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,포스코ICT,1600-4047,37.8945992,127.2001794,2018-08-20
포천아트밸리사업소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,중앙제어,031-960-6828,37.9230477,127.2379702,2018-08-20
포천시청(차고지내),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,포천시청,031-538-2093,37.8945992,127.2001794,2018-08-20
포천시청(본관앞),내부주차장,경기도,연중무효,00:00,24:00,N,Y,,0,1,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,한국전기차충전서비스㈜,1522-1782,37.8945992,127.2001794,2018-08-20
포천시청(차고지내),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,포천시청,031-538-2093,37.8945992,127.2001794,2018-08-20
포천시청(어린이집앞),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,포스코ICT,1600-4047,37.8945992,127.2001794,2018-08-20
영중면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 영중면 영중로 151,경기도 포천시 영중면 영중로 151,에버온,1661-7766,38.00139615,127.2442563,2018-08-20
이동면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 이동면 화동로 2048,경기도 포천시 이동면 장암리 245-3번지,에버온,1661-7766,38.0306343,127.3676294,2018-08-20
포천시청(제4별관),내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,중앙제어,031-960-6828,37.8945992,127.2001794,2018-08-20
군내면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 군내면 청군로 3290번길 16,경기도 포천시 군내면 구읍리 192-1번지,에버온,1661-7766,37.8889438,127.2176316,2018-08-20
영북면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 영북면 영북로 166,경기도 포천시 영북면 운천리 340-6번지,에버온,1661-7766,38.0889668,127.2754186,2018-08-20
청소년문화의집,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,중앙제어,031-960-6828,37.8945992,127.2001794,2018-08-20
내촌면사무소,내부주차장,경기도,연중무효,00:00,24:00,Y,N,,1,0,N,경기도 포천시 내촌면 내촌로 70,경기도 포천시 내촌면 내리 368-5번지,에버온,1661-7766,37.7861468,127.2287187,2018-08-20
하남시_ 풍산동행정복지센터,행정복지센터 주차장,경기도,연중무휴,09:00,18:00,Y,N,,1,,N,경기도 하남시 하남대로 1037-4,경기도 하남시 풍산동 244-11번지,에버온,,37.54901005,127.1850614,2020-04-23
하남시_ 초이동행정복지센터,행정복지센터 주차장,경기도,연중무휴,09:00,18:00,Y,N,,1,,N,경기도 하남시 초이로 65,경기도 하남시 초이동 276-5번지,에버온,,37.53654343,127.1708655,2020-04-23
하남미사 근린공원15호 주차장,하남미사 근린공원15호 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 하남시 망월동 728-9,경기도 하남시 망월동 728-9,,,37.5632340847,127.1866692481,2020-04-23
하남미사 근린공원16호 주차장,하남미사 근린공원16호 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 하남시 풍산동 118-2,경기도 하남시 풍산동 118-2,,,37.5550119273,127.1899762811,2020-04-23
하남미사 수변공원3호 주차장,하남미사 수변공원3호 주차장,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 하남시 풍산동 148-3,경기도 하남시 풍산동 148-3,,,37.5596261061,127.1892521605,2020-04-23
하남시_ 춘궁동주민센터,행정복지센터 주차장,경기도,연중무휴,09:00,18:00,Y,N,,1,,N,경기도 하남시 서하남로 490,경기도 하남시 춘궁동 333-2번지,에버온,,37.52215539,127.194091,2020-04-23
하남시_ 미사2동 행정복지센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 아리수로 531,경기도 하남시 망월동 981번지,포스코ICT,,37.56698328,127.185954,2020-04-23
하남시_ 신장2동 행정복지센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 대청로21번길 32,경기도 하남시 신장동 521-1번지,포스코ICT,,37.54168195,127.2139762,2020-04-23
하남시_ 감북동주민센터,행정복지센터 주차장,경기도,연중무휴,09:00,18:00,Y,N,,1,,N,경기도 하남시 감북로 39,경기도 하남시 감북동 328번지,에버온,,37.51609474,127.1616463,2020-04-23
하남시_ 위례동주민센터,행정복지센터 주차장,경기도,연중무휴,09:00,18:00,Y,N,,1,,N,경기도 하남시 위례순환로 310,경기도 하남시 학암동 668번지,에버온,,37.47710289,127.1523499,2020-04-23
한국전력 하남지사,지상주차장,경기도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 하남시 검단산로 233,경기도 하남시 창우동 523-2번지,한국전력공사,1899-2100,37.535458,127.227707,2020-04-23
이마트 하남점 충전소,이마트 하남점 5층 주차장,경기도,"둘째,넷째 수요일",10:00,24:00,Y,N,AC3상,1,,N,경기도 하남시 덕풍서로 70,경기도 하남시 덕풍동 736번지,포스코ICT,1661-9408,37.552823,127.205411,2020-04-23
하남시 신세계 스타필드,B1주차장 B38구역,경기도,연중무휴,00:00,24:00,Y,N,AC3상,6,,N,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,포스코ICT,1600-4047,37.545394,127.223709,2020-04-23
한강유역환경청,지하주차장 입구 앞,경기도,연중무휴,07:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 하남시 미사강변한강로 229,경기도 하남시 망월동 231번지,한국자동차환경협회,1661-9408,37.569684,127.195324,2020-04-23
서하남휴게소(판교방향),휴게소 내,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,경기도 하남시 서울외곽순환고속도로 19,경기도 하남시 춘궁동 212번지,한국자동차환경협회,1661-9408,37.539265,127.214892,2020-04-23
하남시_ 천현동 주민센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 검단남로 48,경기도 하남시 하산곡동 172-1번지,포스코ICT,,37.5191571,127.2239236,2020-04-23
하남시_ 신장1동 주민센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 신장1로27번길 13,경기도 하남시 신장동 446-17번지,포스코ICT,,37.5387075,127.2095551,2020-04-23
하남시_ 덕풍1동 주민센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 덕풍공원로 110,경기도 하남시 덕풍동 435-205번지,포스코ICT,,37.53498727,127.1984797,2020-04-23
하남시_ 덕풍2동 행정복지센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 덕풍공원로 12,경기도 하남시 덕풍동 693번지,포스코ICT,,37.54220491,127.1980346,2020-04-23
하남시_ 덕풍3동 행정복지센터,행정복지센터 주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,,N,경기도 하남시 덕풍서로 66,경기도 하남시 덕풍동 737번지,포스코ICT,,37.55245601,127.2046477,2020-04-23
하남시_ 미사1동 행정복지센터,행정복지센터 주차장,경기도,연중무휴,09:00,21:30,Y,N,,1,,N,경기도 하남시 미사강변남로 59,경기도 하남시 망월동 1071번지,포스코ICT,,37.56020346,127.1887896,2020-04-23
홈플러스 화성향남점,경기도 화성시 향남읍 향남로 402,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 향남읍 향남로 402,경기도 화성시 향남읍 행정리 487-1번지,한국전력,,37.1307622,126.9217546,2019-04-15
동탄2수질복원센터,경기도 화성시 동탄산단7길 60,경기도,연중무휴,23:59,23:59,N,Y,,0,2,N,경기도 화성시 동탄산단7길 60,경기도 화성시 방교동 795번지,환경부,,37.1754436,127.0861965,2019-04-15
화성도쿄일렉트론코리아,"경기도 화성시 삼성1로1길 56 (석우동, 동경엘렉트론코리아(주))",경기도,연중무휴,23:59,23:59,Y,N,,2,0,N,경기도 화성시 삼성1로1길 56,경기도 화성시 석우동 24-9번지 동경엘렉트론코리아(주),케이티,,37.2189917,127.0706625,2019-04-15
동탄3동주민센터,경기도 화성시 동탄지성로 151 동탄3동주민센터(능동 1119 동탄3동주민센터),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 동탄지성로 151,경기도 화성시 능동 1119번지 동탄3동주민센터(1119 동탄3동주민센터),에버온,,37.2098885,127.0586455,2019-04-15
동탄1동주민센터,경기도 화성시 동탄반석로 195 (반송동),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 동탄반석로 195,경기도 화성시 반송동 86번지,에버온,,37.2063855,127.0718904,2019-04-15
화성시 양감면사무소,경기도 화성시 양감면 초록로7 지상1층주차장(신왕리 640-7 지상1층주차장),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 양감면 초록로 7,경기도 화성시 양감면 신왕리 640-7번지 지상1층주차장(640-7 지상1층주차장),에버온,,37.0817051,126.9464364,2019-04-15
화성시청,경기도 화성시 남양읍 시청로159,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 남양읍 시청로 159,경기도 화성시 남양읍 남양리 2000번지,환경부,,37.1992982,126.8312782,2019-04-15
송산포도휴게소(시흥방향),경기도 화성시 송산면 평택시흥고속도로25,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시 송산면 고정리 349-26번지,환경부,,37.2372906,126.7572534,2019-04-15
송산포도휴게소(평택방향),경기도 화성시 송산면 평택시흥고속도로25,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시 송산면 고정리 349-26번지,환경부,,37.2372906,126.7572534,2019-04-15
화성휴게소(시흥방향),경기도 화성시 팔탄면 서해안고속도로302,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 팔탄면 서해안고속도로 302,경기도 화성시 팔탄면 덕천리 산101-2번지,환경부,,37.1430809,126.8812443,2019-04-15
화성휴게소(목포방향),경기도 화성시 팔탄면 서해안고속도로301,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 팔탄면 서해안고속도로 301,경기도 화성시 팔탄면 덕천리 산102-1번지,환경부,,37.1428897,126.8793312,2019-04-15
홈플러스 병점점,경기도 화성시 경기대로985,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 경기대로 985,경기도 화성시 병점동 399-4번지,환경부,,37.2036075,127.0366752,2019-04-15
유앤아이센터,경기도 화성시 태안로145,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 태안로 145,경기도 화성시 병점동 734번지,환경부,,37.2030768,127.0332844,2019-04-15
한국전력 화성지사,경기도 화성시 마도면 마도북로403,경기도,연중무휴,23:59,23:59,Y,Y,,1,2,N,경기도 화성시 마도면 마도북로 403,경기도 화성시 마도면 석교리 243-70번지,한국전력,,37.2061617,126.7715818,2019-04-15
이마트 화성봉담점,경기도 화성시 봉담읍 효행로278,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 봉담읍 효행로 278,경기도 화성시 봉담읍 동화리 133-1번지,포스코ICT,,37.2221607,126.9721450,2019-04-15
이마트 동탄점,경기도 화성시 동탄중앙로 376,경기도,연중무휴,23:59,23:59,Y,N,,2,0,N,경기도 화성시 동탄중앙로 376,경기도 화성시 석우동 44번지,포스코ICT,,37.2143008,127.0796711,2019-04-15
사회적공동체지원센터,경기도 화성시 팔탄면 서촌길19,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 팔탄면 서촌길 19,경기도 화성시 팔탄면 구장리 530-1번지,한국전기차충전서비스,,37.1611404,126.9032363,2019-04-15
화성시종합경기타운,경기도 화성시 향남읍 향남로470,경기도,연중무휴,23:59,23:59,Y,Y,,1,2,N,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6번지,지엔텔,,37.1378629,126.9224110,2019-04-15
서신면사무소,경기도 화성시 서신면 궁평항로1702,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 서신면 궁평항로 1702,경기도 화성시 서신면 매화리 277번지,한국전기차충전서비스,,37.1661336,126.7088119,2019-04-15
매송면사무소,경기도 화성시 매송면 매송로43,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 매송면 매송로 43,경기도 화성시 매송면 어천리 375-2번지,한국전기차충전서비스,,37.2523489,126.9100145,2019-04-15
장안면사무소,경기도 화성시 장안면 포승장안로1460-7,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 장안면 포승장안로 1460-7,경기도 화성시 장안면 사랑리 138-14번지,한국전기차충전서비스,,37.0794500,126.8313350,2019-04-15
양감면사무소,경기도 화성시 양감면 초록로7,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 양감면 초록로 7,경기도 화성시 양감면 신왕리 640-7번지,지엔텔,,37.0817051,126.9464364,2019-04-15
한국토지주택공사 동탄사업본부,경기도 화성시 노작로 10,경기도,연중무휴,23:59,23:59,N,Y,,0,2,N,경기도 화성시 노작로 10,경기도 화성시 오산동 548-2번지,환경부,,37.1950512,127.0848101,2019-04-15
비봉영업소,경기도 화성시 봉담읍 내리 13-5 인근,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 비봉면 비봉매송로 479,경기도 화성시 비봉면 쌍학리 산30-1번지,환경부,,37.2329617,126.9026009,2019-04-15
롯데마트 신영통점,경기도 화성시 삼성1로 333 (반월동),경기도,연중무휴,23:59,23:59,N,Y,,0,2,N,경기도 화성시 삼성1로 333,경기도 화성시 반월동 123-5번지,환경부,,37.2303020,127.0664132,2019-04-15
수원농협 하나로마트 봉담점,경기도 화성시 봉담읍 동화길 81-16,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 봉담읍 동화길 81-16,경기도 화성시 봉담읍 동화리 597-1번지,한국전력,,37.2175163,126.9590440,2019-04-15
현대자동차 남양연구소,경기도 화성시 남양읍 현대기아로 103,경기도,연중무휴,23:59,23:59,Y,Y,,4,2,N,경기도 화성시 남양읍 현대기아로 103,경기도 화성시 남양읍 온석리 447-2번지,한국전기차충전서비스,,37.1604442,126.8433558,2019-04-15
궁평항수산물판매장,경기도 화성시 서신면 궁평항로 1049-24,경기도,연중무휴,23:59,23:59,Y,Y,,1,1,N,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,한국전기차충전서비스,,37.1163075,126.6816750,2019-04-15
경기도 종합사격장,경기도 화성시 양감면 사격장길 142,경기도,연중무휴,23:59,23:59,Y,Y,,2,2,N,경기도 화성시 양감면 사격장길 142,경기도 화성시 양감면 사창리 810-2번지,한국전기차충전서비스,,37.0935943,126.9562360,2019-04-15
근로복지공단 경기요양병원,경기도 화성시 우정읍 쌍봉로 465-4,경기도,연중무휴,23:59,23:59,N,Y,,0,2,N,경기도 화성시 우정읍 쌍봉로 465-4,경기도 화성시 우정읍 화수리 40-17번지,한국전기차충전서비스,,37.1142291,126.7964455,2019-04-15
롤링힐스호텔,경기도 화성시 남양읍 시청로 290,경기도,연중무휴,23:59,23:59,Y,N,,2,0,N,경기도 화성시 남양읍 시청로 290,경기도 화성시 남양읍 활초리 4-21번지,한국전기차충전서비스,,37.1901361,126.8386307,2019-04-15
롯데빅마켓 신영통점,경기도 화성시 삼성1로 333,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 삼성1로 333,경기도 화성시 반월동 123-5번지,한국전기차충전서비스,,37.2303020,127.0664132,2019-04-15
대웅제약,경기도 화성시 향남읍 제약공단4길 35-14,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 향남읍 제약공단4길 35-14,경기도 화성시 향남읍 상신리 906-10번지,한국전기차충전서비스,,37.0877064,126.9052108,2019-04-15
기아동탄서비스주식회사,경기도 화성시 효행로 1205-9,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 효행로 1205-9,경기도 화성시 기산동 23-1번지,기아자동차,,37.2180265,127.0550574,2019-04-15
수원남부 지점,경기도 화성시 영통로 14-10,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 영통로 14-10,경기도 화성시 반월동 88-4번지,현대자동차,,37.2329969,127.0650519,2019-04-15
LH화성서부남부사업단,경기도 화성시 태안로 159-26 화성서남부사업단 주차장 내(병점동 658번지),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 태안로 159-26,경기도 화성시 병점동 657번지 화성서남부사업단 주차장 내,지엔텔,,37.2043030,127.0303111,2019-04-15
우정읍사무소,경기도 화성시 우정읍 쌍봉로 109-14,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 우정읍 쌍봉로 109-14,경기도 화성시 우정읍 조암리 411-1번지,지엔텔,,37.0895358,126.8154420,2019-04-15
병점1동주민센터,경기도 화성시 경기대로1010번길 11 (병점동) 병점1동주민센터,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 경기대로1010번길 11,경기도 화성시 병점동 367번지 병점1동주민센터,에버온,,37.2067700,127.0371948,2019-04-15
진안동주민센터,경기도 화성시 병점4로 34 진안동주민센터(진안동 460-9),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 병점4로 34,경기도 화성시 진안동 460-9번지 진안동주민센터,에버온,,37.2132762,127.0349221,2019-04-15
화성 반월동주민센터,경기도 화성시 영통로61번길 32 화성 반월동주민센터(반월동 856),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 영통로61번길 32,경기도 화성시 반월동 856번지 반월동주민센터 화성,에버온,,37.2330802,127.0605557,2019-04-15
기배동주민센터,경기도 화성시 기안남로 62 기배동주민센터(기안동 457-21),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 기안남로 62,경기도 화성시 기안동 457-21번지 기배동주민센터,에버온,,37.2239924,126.9846512,2019-04-15
동탄2동주민센터,경기도 화성시 동탄반석로 87 (반송동) 동탄2동주민센터,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 동탄반석로 87,경기도 화성시 반송동 137번지 동탄2동주민센터,에버온,,37.1968613,127.0722196,2019-04-15
병점2동주민센터,경기도 화성시 병점3로 99 (병점동) 병점2동주민센터,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 병점3로 99,경기도 화성시 병점동 834-1번지 병점2동주민센터,에버온,,37.2114986,127.0431114,2019-04-15
주식회사 로이,경기도 화성시 우정읍 포승향남로 969 주식회사 로이 출고장,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 우정읍 포승향남로 969,경기도 화성시 우정읍 이화리 198-7번지 주식회사 로이 출고장,에버온,,37.0355096,126.8051446,2019-04-15
향남읍사무소,경기도 화성시 향남읍 발안로 89,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 향남읍 발안로 89,경기도 화성시 향남읍 행정리 287-1번지,에버온,,37.1321128,126.9203802,2019-04-15
비봉면사무소,경기도 화성시 비봉면 비봉로71번길 1,경기도,"토,일요일+법정공휴일",09:00,22:00,Y,N,,1,0,N,경기도 화성시 비봉면 비봉로71번길 1,경기도 화성시 비봉면 양노리 253-3번지,에버온,,37.2357625,126.8732635,2019-04-15
화성시 남양읍사무소,경기도 화성시 남양읍 남양성지로 192-5,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 남양읍 남양성지로 192-5,경기도 화성시 남양읍 남양리 1340번지,에버온,,37.2114875,126.8239730,2019-04-15
동탄6동주민센터,경기도 화성시 동탄산단8길 15-12 (방교동),경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 동탄산단8길 15-12,경기도 화성시 방교동 828번지,에버온,,37.1732787,127.0895271,2019-04-15
마도면사무소,경기도 화성시 마도면 마도북로 389,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 마도면 마도북로 389,경기도 화성시 마도면 석교리 243-2번지,에버온,,37.2049067,126.7702564,2019-04-15
팔탄면사무소,경기도 화성시 팔탄면 구장길 14,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 팔탄면 구장길 14,경기도 화성시 팔탄면 구장리 563번지,에버온,,37.1618355,126.9047440,2019-04-15
동탄4동주민센터,경기도 화성시 동탄대로시범길 133 (청계동) 지하주차장,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 동탄대로시범길 133,경기도 화성시 청계동 530번지 지하주차장,에버온,,37.1997235,127.1122427,2019-04-15
양감면사무소,경기도 화성시 양감면 초록로 7 양감면사무소,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 양감면 초록로 7,경기도 화성시 양감면 신왕리 640-7번지 양감면사무소,에버온,,37.0817051,126.9464364,2019-04-15
우정읍사무소,경기도 화성시 우정읍 쌍봉로 109-14,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 우정읍 쌍봉로 109-14,경기도 화성시 우정읍 조암리 411-1번지,에버온,,37.0895358,126.8154420,2019-04-15
화성시 우정읍사무소,경기도 화성시 우정읍 쌍봉로 109-14 지상1층주차장,경기도,연중무휴,23:59,23:59,Y,N,,1,0,N,경기도 화성시 우정읍 쌍봉로 109-14,경기도 화성시 우정읍 조암리 411-1번지 지상1층주차장,에버온,,37.0895358,126.8154420,2019-04-15
봉담읍사무소,경기도 화성시 봉담읍 샘마을1길7,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 봉담읍 샘마을1길 7,경기도 화성시 봉담읍 상리 27-1번지,한국전기차충전서비스,,37.2199093,126.9499615,2019-04-15
송산면사무소,경기도 화성시 송산면 매봉산길12,경기도,연중무휴,23:59,23:59,N,Y,,0,1,N,경기도 화성시 송산면 매봉산길 12,경기도 화성시 송산면 삼존리 203-5번지,한국전기차충전서비스,,37.2177980,126.7389522,2019-04-15
수원여자대학교 화성캠퍼스,경기도 화성시 봉담읍 주석로 1098,경기도,연중무휴,23:59,23:59,Y,Y,,1,1,N,경기도 화성시 봉담읍 주석로 1098,경기도 화성시 봉담읍 상기리 336-26번지,한국전기차충전서비스,,37.2021313,126.9316583,2019-04-15

